,created_at,product_code,customer_code,status,tipo,nome_tipo
3006,2023-05-11 13:02:42,134938739,46157650,CRITICO,1,Elefante
3028,2023-05-11 13:02:42,134937743,2911736,CRITICO,1,Elefante
3042,2023-05-11 13:01:40,104377100,47118955,CRITICO,1,Elefante
3043,2023-05-11 13:01:40,111602994,49120836,NORMAL,1,Elefante
3045,2023-05-11 13:01:40,122352493,56131337,CRITICO,1,Elefante
3073,2023-05-11 13:01:30,122284513,31185913,CRITICO,1,Elefante
3095,2023-05-11 13:01:32,123865822,51148887,NORMAL,1,Elefante
3137,2023-05-11 13:01:27,121584867,7017685,NORMAL,1,Elefante
3139,2023-05-11 13:01:40,39794616,6310600,NORMAL,1,Elefante
3141,2023-05-11 13:02:41,134937316,18167018,CRITICO,1,Elefante
3163,2023-05-11 13:01:40,96950355,45101041,NORMAL,1,Elefante
3190,2023-05-11 13:02:41,134936949,36193676,CRITICO,1,Elefante
3191,2023-05-11 13:01:30,121584539,12197038,NORMAL,1,Elefante
3202,2023-05-11 13:02:41,134937646,16110953,CRITICO,1,Elefante
3237,2023-05-11 13:02:41,134936836,34173953,CRITICO,1,Elefante
3239,2023-05-11 13:01:35,126407001,621542,CRITICO,1,Elefante
3252,2023-05-11 13:02:38,81276575,4917263,CRITICO,1,Elefante
3260,2023-05-11 13:01:38,130388483,19151796,NORMAL,1,Elefante
3261,2023-05-11 13:02:41,81282133,31179382,CRITICO,1,Elefante
3271,2023-05-11 13:02:39,81306420,30184136,NORMAL,1,Elefante
3273,2023-05-11 13:02:40,134937237,12119772,CRITICO,1,Elefante
3276,2023-05-11 13:02:40,134936246,12164655,CRITICO,1,Elefante
3280,2023-05-11 13:01:40,39765450,25194945,NORMAL,1,Elefante
3310,2023-05-11 13:02:40,81306905,34127236,NORMAL,1,Elefante
3323,2023-05-11 13:02:40,134641774,39169433,CRITICO,1,Elefante
3341,2023-05-11 13:01:35,135377503,8415599,NORMAL,1,Elefante
3349,2023-05-11 16:13:46,122350228,56130239,CRITICO,1,Elefante
3357,2023-05-11 13:02:40,134936918,34110838,CRITICO,1,Elefante
3361,2023-05-11 13:02:40,134641738,11132991,CRITICO,1,Elefante
3362,2023-05-11 13:01:27,121572552,2712626,NORMAL,1,Elefante
3365,2023-05-11 13:01:30,121576847,9612370,NORMAL,1,Elefante
3367,2023-05-11 13:01:30,121568853,47112780,NORMAL,1,Elefante
3376,2023-05-11 13:01:29,125867209,21113713,NORMAL,1,Elefante
3383,2023-05-11 13:02:40,134936838,34175315,CRITICO,1,Elefante
3388,2023-05-11 13:02:38,81276575,4917263,CRITICO,1,Elefante
3396,2023-05-11 13:01:35,122550938,56176803,CRITICO,1,Elefante
3419,2023-05-11 13:02:40,134936589,32185464,CRITICO,1,Elefante
3421,2023-05-11 13:02:40,81281765,39102739,CRITICO,1,Elefante
3435,2023-05-11 13:01:37,133965389,3810727,NORMAL,1,Elefante
3479,2023-05-11 13:02:39,134936587,32181883,CRITICO,1,Elefante
3523,2023-05-11 13:01:30,122555373,38178467,CRITICO,1,Elefante
3525,2023-05-11 13:01:27,104465244,47133350,CRITICO,1,Elefante
3535,2023-05-11 13:01:37,135376862,42143408,NORMAL,1,Elefante
3546,2023-05-11 13:01:34,111711201,49148960,NORMAL,1,Elefante
3555,2023-05-11 13:01:30,123864944,28144334,NORMAL,1,Elefante
3558,2023-05-11 13:01:29,122285478,17113488,CRITICO,1,Elefante
3578,2023-05-11 13:01:36,128180827,1814454,NORMAL,1,Elefante
3583,2023-05-11 13:01:30,123861990,38120915,NORMAL,1,Elefante
3593,2023-05-11 13:01:34,122285698,56112521,CRITICO,1,Elefante
3600,2023-05-11 13:01:34,122553016,56177412,CRITICO,1,Elefante
3604,2023-05-11 13:01:27,121575636,4710986,NORMAL,1,Elefante
3605,2023-05-11 13:02:27,80739968,9919489,NORMAL,1,Elefante
3608,2023-05-11 13:01:34,122285887,56112591,CRITICO,1,Elefante
3609,2023-05-11 13:01:36,135379327,6716063,NORMAL,1,Elefante
3612,2023-05-11 13:01:29,123866868,9515398,NORMAL,1,Elefante
3617,2023-05-11 13:01:29,121585281,20127585,NORMAL,1,Elefante
3636,2023-05-11 13:01:36,135378223,22149891,NORMAL,1,Elefante
3647,2023-05-11 13:01:34,109943266,47142913,NORMAL,1,Elefante
3664,2023-05-11 13:01:36,135069206,9614880,NORMAL,1,Elefante
3667,2023-05-11 13:01:36,134493335,19180772,CRITICO,1,Elefante
3677,2023-05-11 13:01:36,135069012,7319462,NORMAL,1,Elefante
3685,2023-05-11 13:01:27,104464776,47133091,CRITICO,1,Elefante
3686,2023-05-11 13:01:34,122558854,56178810,CRITICO,1,Elefante
3689,2023-05-11 13:01:28,123866029,12142586,NORMAL,1,Elefante
3715,2023-05-11 13:00:37,99314350,7515937,NORMAL,1,Elefante
3743,2023-05-11 13:01:35,131200607,6513873,NORMAL,1,Elefante
3757,2023-05-11 13:01:35,126409044,3210211,CRITICO,1,Elefante
3760,2023-05-11 13:01:28,109941132,1315497,NORMAL,1,Elefante
3761,2023-05-11 13:01:30,123865340,26168794,NORMAL,1,Elefante
3780,2023-05-11 13:01:34,122555521,56177991,CRITICO,1,Elefante
3784,2023-05-11 13:01:28,123861408,13154397,NORMAL,1,Elefante
3788,2023-05-11 13:01:34,122558132,56178538,CRITICO,1,Elefante
3809,2023-05-11 13:00:52,102929506,3414575,CRITICO,1,Elefante
3818,2023-05-11 13:01:27,104462939,47132358,CRITICO,1,Elefante
3824,2023-05-11 13:00:52,99334606,40147339,NORMAL,1,Elefante
3825,2023-05-11 13:01:34,122553150,56177433,CRITICO,1,Elefante
3828,2023-05-11 13:01:27,104462725,47132269,CRITICO,1,Elefante
3836,2023-05-11 13:01:33,122558658,56178734,CRITICO,1,Elefante
3850,2023-05-11 13:02:39,81306420,30184136,NORMAL,1,Elefante
3862,2023-05-11 13:01:34,122284498,56111913,CRITICO,1,Elefante
3865,2023-05-11 13:02:39,134641224,39115632,CRITICO,1,Elefante
3866,2023-05-11 13:01:27,109943532,6610747,NORMAL,1,Elefante
3868,2023-05-11 13:00:37,102934599,25101755,CRITICO,1,Elefante
3877,2023-05-11 13:01:28,122285275,4710067,CRITICO,1,Elefante
3886,2023-05-11 13:01:29,121573221,43137086,NORMAL,1,Elefante
3902,2023-05-11 13:02:39,134641732,40172478,CRITICO,1,Elefante
3903,2023-05-11 13:01:33,134934528,40154905,CRITICO,1,Elefante
3913,2023-05-11 13:01:28,123859505,7317755,NORMAL,1,Elefante
3921,2023-05-11 13:01:28,123866983,5115571,NORMAL,1,Elefante
3934,2023-05-11 13:01:27,104462717,47132266,CRITICO,1,Elefante
3940,2023-05-11 13:01:33,122557837,56178438,CRITICO,1,Elefante
3947,2023-05-11 13:01:33,104463117,47132436,CRITICO,1,Elefante
3962,2023-05-11 13:01:33,122555517,56177990,CRITICO,1,Elefante
3966,2023-05-11 13:01:28,109931925,25125616,NORMAL,1,Elefante
